duration_ms,explicit,track_genre,popularity
420400,False,minimal-techno,33
340907,False,grunge,76
156946,False,afrobeat,19
145893,False,punk-rock,38
243266,False,k-pop,68
146666,False,hip-hop,59
175670,True,pagode,2
166391,False,pop,66
174545,False,progressive-house,53
269786,False,world-music,50
242641,False,gospel,38
295781,True,brazil,43
206213,False,honky-tonk,19
900723,False,new-age,23
64761,False,guitar,27
267493,False,gospel,39
129817,False,trance,2
177188,True,singer-songwriter,33
351339,False,gospel,41
158413,False,psych-rock,51
144396,False,chill,59
290201,False,ambient,50
366031,False,deep-house,43
223850,False,mandopop,24
413621,False,breakbeat,12
240533,False,country,1
184786,False,singer-songwriter,0
237026,True,hardcore,67
271304,False,indie,46
256182,False,show-tunes,20
205640,False,mpb,41
226826,False,alt-rock,1
283125,False,drum-and-bass,17
160400,False,psych-rock,56
373000,False,k-pop,45
354626,False,malay,25
243066,False,k-pop,47
201901,False,ambient,44
139777,False,piano,60
261862,False,malay,48
190986,False,synth-pop,15
211933,False,acoustic,38
171306,False,rockabilly,27
306266,False,alternative,50
237546,False,trip-hop,57
223973,False,punk-rock,36
271000,False,chill,62
132800,False,rockabilly,25
223586,False,latin,1
184413,False,songwriter,75
72000,False,sad,52
243733,False,power-pop,25
181760,False,tango,26
209092,False,indie-pop,48
232906,False,iranian,0
254293,False,jazz,37
165866,False,garage,52
179200,False,hard-rock,43
263320,False,afrobeat,22
207826,False,gospel,45
544800,False,metal,54
208948,True,turkish,39
183698,False,party,26
222386,False,latin,0
310506,False,breakbeat,14
173035,False,anime,54
209876,False,mpb,46
161944,True,dancehall,50
214000,False,disco,0
72167,False,acoustic,47
216729,False,forro,44
219166,False,pagode,1
136000,False,trance,56
171743,False,electronic,42
258706,False,anime,63
153000,False,swedish,34
268760,False,french,32
183955,False,ambient,58
203432,False,indie,50
171000,False,hardstyle,22
309985,False,dub,48
257234,False,mandopop,41
282740,True,hip-hop,0
218986,False,garage,0
169371,False,r-n-b,41
292819,True,r-n-b,44
206448,False,punk-rock,39
210668,False,dubstep,38
154486,False,dance,92
273026,False,rock,2
267484,False,drum-and-bass,18
163348,False,club,47
277773,False,hardcore,32
244804,False,metal,88
172106,False,tango,23
121142,False,kids,14
171160,False,french,36
196651,False,deep-house,55
227066,False,trip-hop,55
330973,False,breakbeat,21
173479,False,forro,36
70453,False,disney,19
215632,False,indie,43
124145,False,rock-n-roll,41
353061,False,club,16
156653,False,romance,8
123920,True,comedy,24
253080,False,folk,2
90373,False,sleep,0
270937,False,k-pop,4
205360,False,club,17
204621,False,alt-rock,0
255573,False,death-metal,53
197853,False,dance,0
267520,False,rockabilly,40
239146,False,reggaeton,0
135480,False,romance,11
240068,True,emo,57
120720,False,german,48
181200,False,j-dance,18
124000,False,sleep,33
98242,False,anime,17
160266,False,romance,5
162426,False,children,30
185133,True,r-n-b,48
266960,False,acoustic,0
202678,False,heavy-metal,30
180493,False,funk,1
342893,False,romance,0
223755,False,j-dance,22
241893,False,swedish,57
216426,True,groove,69
240760,False,samba,44
298582,False,minimal-techno,47
180546,False,psych-rock,67
182388,True,metalcore,60
294947,False,malay,37
51750,False,kids,14
193004,False,tango,20
394504,False,detroit-techno,6
194120,False,grindcore,13
54832,False,detroit-techno,11
265959,False,hardcore,30
197424,False,drum-and-bass,21
224666,False,grunge,54
171290,False,synth-pop,52
105727,False,grindcore,12
229840,False,gospel,38
219768,False,afrobeat,21
203122,False,pop,6
197293,False,country,75
126586,False,power-pop,23
51933,False,j-dance,19
167760,False,latin,0
213000,True,psych-rock,31
152626,False,heavy-metal,26
224493,False,cantopop,27
205011,False,dancehall,31
159466,True,emo,65
268426,False,german,37
222546,False,synth-pop,39
197866,False,jazz,0
493440,False,minimal-techno,41
188750,True,latino,51
134020,False,chill,56
224480,False,trip-hop,19
179297,False,party,35
292251,False,drum-and-bass,19
234333,False,grunge,69
211266,False,romance,13
219570,False,happy,20
141340,True,reggaeton,90
198626,False,soul,0
228013,False,r-n-b,44
57746,False,detroit-techno,12
365080,False,breakbeat,47
180586,False,heavy-metal,28
176720,False,spanish,32
295826,False,british,0
184601,False,k-pop,78
203276,False,children,50
270048,False,gospel,42
79506,False,disney,22
353103,False,indian,45
92265,False,sleep,31
278866,False,salsa,69
242386,False,indie-pop,42
203493,True,emo,65
241880,False,latino,4
241500,False,singer-songwriter,45
325024,False,r-n-b,46
183200,False,show-tunes,60
260000,False,funk,48
471013,False,indian,49
211746,False,r-n-b,43
222272,False,sertanejo,44
162009,False,indie-pop,1
160812,False,ambient,53
196866,False,punk-rock,40
256226,False,mandopop,47
224600,False,gospel,40
444000,False,iranian,1
237516,False,indian,53
135529,False,techno,0
194608,True,emo,58
139531,False,study,37
503626,False,trip-hop,17
236663,False,hardcore,29
308560,False,rock,2
181573,False,heavy-metal,21
166773,False,bluegrass,22
282740,True,hip-hop,1
231560,False,gospel,39
136703,False,british,17
270293,False,goth,51
290951,False,classical,32
197995,False,emo,53
220538,True,metalcore,65
184387,False,hardstyle,54
484093,False,gospel,38
239600,False,hardstyle,23
163422,True,swedish,31
211935,False,progressive-house,42
433706,False,black-metal,42
206684,False,comedy,30
286014,False,malay,31
188235,False,edm,57
216600,False,grunge,41
236026,False,ska,46
136480,False,power-pop,0
217690,False,turkish,45
151693,False,rockabilly,27
257831,False,indian,42
144066,False,rock,0
222724,False,club,37
200253,False,swedish,41
194500,False,sleep,60
210000,False,sleep,62
195533,False,j-pop,45
260000,False,disco,65
163738,False,deep-house,33
160000,False,piano,61
202000,False,power-pop,21
273573,False,j-pop,37
159053,False,grindcore,21
284970,False,ska,35
83432,False,anime,57
159623,False,garage,52
137704,True,pop,83
302666,False,piano,43
305906,False,metal,0
147186,False,kids,15
188354,False,acoustic,48
207933,False,happy,58
134786,False,disney,52
225651,False,j-idol,44
197967,False,turkish,67
228440,False,pagode,41
279613,False,reggaeton,2
237773,False,j-pop,43
184989,False,garage,50
217706,False,ska,33
268893,False,spanish,32
176933,False,children,33
337600,False,heavy-metal,22
50440,False,kids,17
230745,False,children,36
199680,False,grunge,30
127306,False,rock-n-roll,34
233666,False,synth-pop,52
230282,False,edm,57
178893,False,tango,22
175720,False,disney,19
342230,False,folk,45
319000,False,world-music,47
154372,True,comedy,23
155999,False,songwriter,47
136097,False,forro,46
203026,True,hardcore,38
84000,False,sleep,34
194666,False,children,41
83386,False,j-idol,24
231266,False,power-pop,23
202280,False,j-idol,18
208626,False,guitar,21
86160,False,classical,7
162857,False,trance,29
91760,False,british,64
423880,False,chicago-house,10
389973,False,heavy-metal,20
183911,False,power-pop,21
196960,False,ambient,42
222096,False,indian,66
247775,False,indian,41
222826,False,j-idol,30
250870,False,happy,6
186226,False,electro,2
126773,False,guitar,20
202626,False,samba,43
222600,False,show-tunes,25
289196,False,indian,57
121906,False,power-pop,20
204321,False,trance,51
176959,False,chill,54
220779,False,pop,82
468274,False,world-music,55
471666,False,hardstyle,23
314026,False,mpb,45
431468,False,reggae,43
331836,False,happy,0
155162,False,salsa,32
412800,False,progressive-house,47
211557,False,progressive-house,48
198826,False,rock-n-roll,49
95973,False,j-dance,50
198560,False,spanish,63
246990,False,heavy-metal,54
90798,False,kids,9
257142,False,sleep,58
344613,False,punk-rock,55
244026,False,show-tunes,24
196052,False,malay,48
297920,False,cantopop,19
238746,False,bluegrass,20
236800,False,acoustic,53
212520,False,ska,33
254305,False,mandopop,44
194165,True,indie,76
230575,False,hardstyle,24
368386,False,rockabilly,32
227893,False,hard-rock,72
172901,False,edm,52
107500,False,children,46
218613,False,ska,47
165789,False,club,49
134239,False,dance,79
186702,False,deep-house,47
467826,False,trance,49
234640,False,sertanejo,46
362662,False,pop-film,56
260573,False,show-tunes,58
317280,False,latin,0
214598,False,turkish,41
185906,False,songwriter,2
288345,False,gospel,41
165790,False,turkish,39
232146,False,grunge,76
190000,True,reggaeton,0
372239,False,salsa,27
367840,False,new-age,20
357936,False,disco,2
203760,False,latino,0
306924,False,cantopop,41
425493,False,black-metal,16
129120,False,show-tunes,22
366333,False,goth,40
221853,False,j-pop,36
297782,False,dub,45
215625,True,electronic,42
170348,True,indie,67
307320,False,groove,40
499726,False,trance,24
270693,False,spanish,55
330840,False,world-music,48
239080,True,industrial,62
184846,False,progressive-house,61
141610,False,brazil,0
109741,True,comedy,24
206133,True,metalcore,63
199720,False,french,39
526026,True,funk,48
213680,False,grunge,48
171428,False,electronic,47
230440,False,soul,71
206960,False,disco,31
220649,False,trance,47
331082,False,world-music,45
247308,False,reggae,76
141355,False,piano,49
193432,False,electro,48
166624,True,emo,58
210081,False,deep-house,0
225993,False,piano,41
306626,False,synth-pop,57
195121,False,sad,47
121685,False,disney,33
213833,False,indian,47
201466,True,french,37
199264,False,pop-film,57
186440,True,british,71
206000,False,comedy,21
114017,False,study,26
180604,False,songwriter,60
122727,False,study,35
223767,False,techno,46
254516,False,pop,71
86520,False,show-tunes,53
199493,False,tango,21
255735,False,afrobeat,17
254786,False,indie-pop,42
207385,False,hardstyle,45
108853,False,british,60
181198,False,chill,56
220653,False,reggae,0
164073,False,metalcore,59
349271,False,minimal-techno,18
212790,False,party,33
164571,True,electronic,37
195893,False,piano,0
216946,False,swedish,35
105000,False,study,25
213653,True,metal,56
223200,False,gospel,39
160555,False,chill,44
195266,False,alt-rock,45
226493,False,j-pop,41
212080,False,singer-songwriter,0
215094,False,dancehall,27
93433,False,study,41
180733,True,punk-rock,39
380529,False,detroit-techno,11
357936,False,rock,0
239093,False,forro,43
155126,False,sertanejo,52
350054,False,trip-hop,40
30222,False,sleep,32
205145,False,k-pop,70
261093,False,trance,54
406040,False,soul,65
229040,False,rockabilly,25
181045,False,edm,62
187225,False,progressive-house,56
128706,False,power-pop,28
185142,False,electronic,49
214833,False,happy,22
308760,False,synth-pop,26
77297,False,kids,8
189826,False,guitar,21
160826,False,bluegrass,22
258265,False,brazil,45
130916,False,children,0
257720,False,alt-rock,0
176386,True,comedy,38
459360,False,classical,0
252906,False,british,0
139440,True,emo,49
231431,False,french,34
232040,False,world-music,44
125984,False,grindcore,18
223360,False,kids,10
326765,False,pop-film,62
176053,False,anime,42
537760,False,chicago-house,19
227693,False,ska,35
241533,False,grunge,57
193030,False,indie,80
360000,False,groove,44
274666,False,cantopop,20
308714,False,pop-film,63
366960,False,new-age,20
170562,False,house,67
94000,False,guitar,35
280480,False,romance,0
227640,False,afrobeat,44
211453,False,turkish,44
208526,False,r-n-b,45
172826,False,grunge,53
859345,False,folk,43
391053,False,world-music,52
440655,False,techno,39
355093,False,garage,28
219004,False,ambient,51
135440,True,french,0
122723,True,funk,44
463582,False,drum-and-bass,15
273828,False,drum-and-bass,16
414193,False,techno,48
226441,False,romance,6
308720,False,spanish,28
165154,False,chill,64
255691,False,turkish,45
141864,False,latin,3
224304,False,ambient,40
213640,True,death-metal,23
182760,False,metalcore,27
325307,False,classical,31
637520,False,sleep,39
166200,False,jazz,60
173333,False,hip-hop,72
211578,False,pop,75
237765,False,salsa,37
282834,False,dubstep,43
331162,False,french,32
244986,False,samba,37
192000,False,happy,50
162461,True,funk,46
141053,False,rockabilly,23
127306,False,kids,13
201280,False,reggaeton,6
255840,False,rockabilly,29
136333,False,anime,44
312357,False,british,36
290920,False,metal,39
301573,False,groove,27
273000,False,gospel,39
277718,False,idm,8
349714,False,trance,29
163853,False,dancehall,47
193226,False,reggaeton,0
190589,False,romance,0
246333,False,folk,0
364906,False,metalcore,34
205773,True,electro,1
517573,False,tango,24
251986,False,electronic,36
411506,False,black-metal,17
198391,False,turkish,40
325743,False,minimal-techno,43
210040,False,opera,44
209600,False,hardstyle,20
189840,False,party,26
190880,True,hip-hop,1
152812,False,cantopop,44
122493,False,punk,35
247693,True,hardcore,62
240898,True,metalcore,55
262143,False,gospel,46
235415,False,iranian,0
375880,False,gospel,41
230640,False,disco,72
188697,False,german,0
358595,False,dance,0
235226,False,new-age,62
273600,False,club,35
245284,False,groove,29
172706,False,opera,29
216800,False,grunge,54
348061,False,iranian,7
512320,False,chicago-house,12
190845,False,indie,81
323520,False,folk,63
171539,False,electro,66
175720,False,latin,0
267547,False,anime,35
188773,False,dancehall,33
109373,False,show-tunes,27
428000,False,black-metal,47
302191,False,show-tunes,60
468392,False,electronic,0
208695,False,trance,40
209098,True,emo,55
282040,False,bluegrass,29
264697,False,gospel,47
186893,False,grunge,64
221026,False,brazil,44
122906,False,children,50
186480,False,progressive-house,55
320400,False,ska,37
186240,False,hardcore,29
224200,False,trip-hop,17
496033,False,trip-hop,43
94053,False,acoustic,58
279613,False,latino,5
162206,False,trance,28
154240,False,tango,17
339625,False,black-metal,18
225440,False,trip-hop,51
94666,False,opera,50
297373,False,blues,56
415786,False,comedy,28
222600,False,chicago-house,10
118315,False,study,26
224640,False,trance,31
311560,False,salsa,31
215693,False,singer-songwriter,0
279916,False,acoustic,43
180943,False,blues,68
328426,False,j-rock,34
230133,False,swedish,37
380306,False,grunge,44
214720,False,folk,0
204346,False,rock,4
138000,False,rock-n-roll,38
261731,False,chicago-house,7
206120,False,alt-rock,1
177320,False,dance,60
177266,False,ambient,54
249204,False,hardstyle,23
74226,False,goth,21
291818,False,breakbeat,14
136786,False,disney,22
150000,False,dancehall,33
205435,False,pop-film,58
250538,False,ska,35
332240,False,drum-and-bass,15
337956,False,world-music,45
245853,False,j-pop,54
167368,False,club,43
274800,False,edm,0
162628,False,sertanejo,45
165527,False,ska,32
200453,False,electronic,39
212866,False,ska,34
354533,False,jazz,67
246280,False,mandopop,54
163500,False,dub,28
86213,False,show-tunes,22
267240,False,gospel,37
233736,False,k-pop,43
392240,False,disco,46
267727,False,pop-film,66
259591,False,k-pop,48
273561,False,black-metal,18
218240,False,blues,29
220500,False,jazz,0
297680,False,salsa,30
182484,False,pagode,42
183866,False,psych-rock,0
175909,False,ambient,56
176053,False,r-n-b,43
594026,False,iranian,0
200375,False,progressive-house,53
168565,False,german,27
245493,False,pop,83
140800,False,hip-hop,65
190518,False,swedish,40
279613,False,mpb,43
186538,False,cantopop,22
631703,False,detroit-techno,7
279107,False,indian,62
123949,True,indie-pop,68
264306,False,alternative,82
469723,False,detroit-techno,12
215783,False,songwriter,1
282760,True,comedy,25
247826,False,j-rock,32
120308,False,indie,73
104242,False,cantopop,34
194293,False,afrobeat,40
133583,False,children,41
254906,False,guitar,22
469808,False,minimal-techno,44
86626,True,grindcore,12
177108,False,electro,81
380389,False,gospel,43
155624,False,deep-house,59
207413,False,salsa,30
238553,False,forro,38
137800,False,ska,32
173901,False,hard-rock,0
268966,False,swedish,53
212746,False,anime,34
284124,False,hardstyle,19
187400,False,tango,22
240933,False,j-pop,38
244826,False,detroit-techno,20
330200,False,acoustic,53
177694,False,pop,68
340253,False,trip-hop,27
236360,False,spanish,31
170322,False,sad,62
204000,False,synth-pop,25
170742,True,happy,18
161666,False,singer-songwriter,41
192000,False,hip-hop,66
351026,False,metal,65
194959,True,turkish,42
198026,False,indie,4
167000,False,synth-pop,44
198268,True,french,57
317266,False,mandopop,43
408275,False,drum-and-bass,17
132320,False,mpb,42
190440,False,punk-rock,0
208160,False,latin,0
112093,False,psych-rock,58
157186,False,grindcore,17
209604,False,hardstyle,19
178400,False,disco,70
169784,False,drum-and-bass,46
207946,False,club,54
129621,False,power-pop,23
258771,False,new-age,40
151573,True,reggaeton,70
248183,False,techno,25
160644,False,ambient,48
192785,False,cantopop,28
354299,False,garage,0
240897,False,trance,47
45760,False,disney,26
317546,False,opera,24
191612,False,disco,44
200426,False,country,2
215872,False,sad,45
180526,False,forro,44
210476,False,progressive-house,56
228626,False,grunge,47
296520,False,punk,75
348533,False,power-pop,24
153653,False,guitar,22
445000,False,alt-rock,1
205133,False,k-pop,73
284123,True,comedy,19
230769,False,indian,41
418657,False,techno,47
180589,False,indie,0
120000,False,study,24
261906,False,metal,62
252132,True,turkish,41
168839,False,pop,3
388432,False,detroit-techno,6
259600,False,power-pop,24
216186,True,grunge,52
198200,False,rockabilly,29
177546,False,psych-rock,56
261398,False,hard-rock,39
288000,False,heavy-metal,33
180086,False,sleep,32
143938,False,study,28
261213,False,rock,0
272466,False,groove,0
328687,False,idm,13
232615,False,breakbeat,19
89960,False,kids,8
136357,False,emo,64
185520,False,rock,78
162897,False,r-n-b,1
168000,False,samba,35
185906,False,alternative,3
161347,False,chill,51
124453,False,opera,22
223627,False,cantopop,54
196880,True,french,67
292800,False,j-rock,34
112000,False,sleep,48
71000,False,sleep,54
214289,False,progressive-house,1
288733,False,hardstyle,30
232786,False,mpb,0
332349,False,happy,24
273228,False,pop-film,69
249253,False,latino,4
175514,False,grunge,28
310009,True,ska,35
264986,False,groove,0
262500,False,indian,44
233302,False,indian,62
278973,False,j-rock,67
165000,False,piano,60
150533,False,british,46
354560,False,malay,34
363333,False,guitar,54
295760,False,death-metal,21
167625,False,turkish,54
193429,False,indie,78
238066,False,british,0
174505,False,children,58
97626,True,grindcore,15
232066,False,goth,31
307534,False,acoustic,56
224040,False,pop,67
220396,False,metalcore,23
149749,False,singer-songwriter,56
207098,False,blues,35
133000,False,show-tunes,1
359199,False,iranian,0
237840,False,j-rock,32
169266,True,acoustic,36
89573,False,guitar,24
197143,False,romance,6
223213,False,party,0
158746,False,german,0
108078,False,chill,61
225400,False,rock,1
237052,False,tango,18
134239,False,dance,0
193373,False,kids,30
184760,False,indie,4
203493,False,forro,44
118173,False,club,18
138007,True,emo,57
116208,False,comedy,19
271846,False,hardcore,28
250453,False,opera,21
218333,False,bluegrass,26
317840,False,ska,35
175238,True,dance,2
222870,False,tango,16
277106,False,reggae,2
263280,False,trip-hop,48
234066,True,british,0
173320,False,reggae,44
380626,False,trip-hop,50
204032,True,french,57
165800,False,german,80
269333,False,j-idol,21
355862,False,trance,42
173119,False,pagode,46
223625,False,club,41
290556,False,grunge,52
441000,False,r-n-b,44
211300,False,dubstep,50
149466,False,punk,0
115413,False,death-metal,73
182200,False,industrial,57
349306,False,reggae,43
166415,False,chill,51
217360,False,reggae,76
93103,False,chill,47
208920,False,rock,0
181394,False,funk,51
254021,False,malay,22
187431,False,electronic,49
297586,False,alternative,0
169127,False,soul,63
195493,False,grunge,1
170173,False,r-n-b,1
271866,False,mandopop,52
187560,False,progressive-house,49
171428,False,progressive-house,0
174520,False,hard-rock,34
142306,False,rockabilly,50
205907,False,pop-film,63
233411,False,ambient,53
306880,False,cantopop,52
210786,False,trance,49
219560,True,emo,67
235200,False,hardstyle,20
262767,False,singer-songwriter,34
267458,False,iranian,0
596695,False,classical,33
229467,False,children,34
217746,False,new-age,52
68663,False,children,52
320000,False,dub,42
275530,False,drum-and-bass,34
270675,False,opera,20
429127,False,gospel,46
196000,False,power-pop,25
370573,False,singer-songwriter,36
188800,False,pagode,52
369000,False,classical,31
211706,False,mpb,48
225500,False,latino,39
288238,False,deep-house,54
370666,False,detroit-techno,6
437746,False,happy,22
211213,False,dubstep,0
